countryCode,regionCode,name,geonameId
VN,68,Lam Dong,13494356
VN,75,Dong Nai,13494357
VN,79,Ho Chi Minh City (HCMC),13494358
VN,80,Tay Ninh,13494359
VN,82,Dong Thap,13494360
VN,86,Vinh Long,13494361
VN,91,An Giang,13494362
VN,92,Can Tho City,13494363
VN,96,Ca Mau,13494364
VN,08,Tuyen Quang,13494365
VU,15,Tafea,2134739
VU,13,Sanma,2134898
VU,07,Torba,2137421
VU,16,Malampa,2208265
VU,17,Penama,2208266
VU,18,Shefa,2208267
WF,98613,Uvea,4034759
WF,98612,Sigave,4034776
WF,98611,Alo,4034884
WS,11,Vaisigano,4034910
WS,06,Va'a-o-Fonoti,4034943
WS,10,Tuamasaga,4034977
WS,09,Satupa'itea,4035046
WS,08,Palauli,4035154
WS,07,Gaga'ifomauga,4035313
WS,05,Gaga'emauga,4035314
WS,04,Fa'asaleleaga,4035383
WS,03,Atua,4035402
WS,02,Aiga-i-le-Tai,4035425
WS,01,A'ana,4035434
XK,10096138,Ferizaj,10096138
XK,10096859,Gjakova,10096859
XK,10097357,Gjilan,10097357
XK,10097358,Mitrovica,10097358
XK,10097359,Pec,10097359
XK,10097360,Pristina,10097360
XK,10097361,Prizren,10097361
YE,25,Ta‘izz,70222
YE,05,Shabwah,70935
YE,16,Sanaa Governorate,71132
YE,15,Şa‘dah,71333
YE,27,Raymah,71532
YE,14,Ma’rib,72966
YE,10,Al Mahwit Governorate,73200
YE,21,Al Jawf,74222
YE,04,Muhafazat Hadramaout,75411
YE,11,Dhamār,76183
YE,03,Al Mahrah Governorate,78985
YE,08,Al Hudaydah,79416
YE,20,Al Bayda,79838
YE,02,Aden,80412
YE,01,Abyan Governorate,80425
YE,18,Aḑ Ḑāli‘,6201193
YE,19,Omran,6201194
YE,22,Ḩajjah,6201195
YE,23,Ibb Governorate,6201196
YE,24,Laḩij,6201197
YE,26,Amanat Alasimah,6940571
YE,28,Soqatra,9645387
YT,97601,Acoua,7521421
YT,97602,Bandraboua,7521422
YT,97603,Bandrele,7521423
YT,97604,Bouéni,7521424
YT,97605,Chiconi,7521425
YT,97606,Chirongui,7521426
YT,97607,Dembeni,7521427
YT,97608,Dzaoudzi,7521428
YT,97609,Kani-Kéli,7521429
YT,97610,Koungou,7521430
YT,97611,Mamoudzou,7521431
YT,97612,Mtsamboro,7521432
YT,97613,M'Tsangamouji,7521433
YT,97614,Ouangani,7521434
YT,97615,Pamandzi,7521435
YT,97616,Sada,7521436
YT,97617,Tsingoni,7521437
ZA,03,Free State,967573
ZA,02,KwaZulu-Natal,972062
ZA,05,Eastern Cape,1085593
ZA,06,Gauteng,1085594
ZA,07,Mpumalanga,1085595
ZA,08,Northern Cape,1085596
ZA,09,Limpopo,1085597
ZA,10,North West,1085598
ZA,11,Western Cape,1085599
ZM,01,Western Province,896140
ZM,07,Southern Province,896972
ZM,06,North-Western,900594
ZM,05,Northern Province,900601
ZM,09,Lusaka Province,909129
ZM,04,Luapula Province,909845
ZM,03,Eastern Province,917388
ZM,08,Copperbelt,917524
ZM,02,Central Province,921064
ZM,10,Muchinga,11154503
ZW,02,Midlands Province,886119
ZW,07,Matabeleland South Province,886747
ZW,06,Matabeleland North,886748
ZW,08,Masvingo Province,886761
ZW,05,Mashonaland West,886841
ZW,04,Mashonaland East Province,886842
ZW,03,Mashonaland Central,886843
ZW,01,Manicaland,887358
ZW,09,Bulawayo,1105843
ZW,10,Harare,1105844
